,voice_mail_plan,voice_mail_messages,international_mins,customer_service_calls,international_plan,international_calls,international_charge,total_charge,churn
3232,0,0,11.1,4,0,6,3.0,78.13,1
3233,0,0,8.9,2,0,6,2.4,78.8,1
3234,0,0,12.7,4,0,6,3.43,54.2,1
3235,0,0,7.4,2,1,2,2.0,59.93,1
3236,0,0,8.9,1,0,5,2.4,84.1,1
3237,0,0,6.3,1,0,7,1.7,74.99,1
3238,1,28,11.5,4,0,3,3.11,56.33,1
3239,0,0,11.1,4,0,6,3.0,78.13,1
3240,0,0,13.7,0,0,4,3.7,83.37,1
3241,0,0,11.7,0,0,7,3.16,78.22,1
3242,0,0,8.9,3,0,2,2.4,76.22,1
3243,0,0,11.7,0,0,7,3.16,78.22,1
3244,0,0,7.4,2,0,5,2.0,75.08,1
3245,0,0,8.8,0,0,5,2.38,75.71,1
3246,0,0,8.8,1,0,5,2.38,75.25,1
3247,0,0,10.5,4,0,6,2.84,56.22,1
3248,1,35,10.1,2,0,4,2.73,57.8,1
3249,1,34,6.1,2,0,5,1.65,71.22,1
3250,0,0,10.1,2,0,6,2.73,76.38,1
3251,0,0,13.9,0,0,6,3.75,74.83,1
3252,0,0,10.3,1,0,15,2.78,48.5,1
3253,0,0,11.4,4,0,3,3.08,77.76,1
3254,0,0,9.5,1,0,9,2.57,82.38,1
3255,0,0,18.3,1,0,6,4.94,74.41,1
3256,0,0,13.0,1,0,2,3.51,75.54,1
3257,0,0,13.5,1,0,8,3.65,80.01,1
3258,0,0,12.7,4,0,6,3.43,54.2,1
3259,0,0,14.5,1,1,7,3.92,56.75,1
3260,0,0,11.6,4,0,3,3.13,45.12,1
3261,0,0,11.5,1,0,2,3.11,82.26,1
3262,0,0,9.8,2,0,7,2.65,75.32,1
3263,0,0,8.9,1,0,3,2.4,80.44,1
3264,0,0,7.1,0,0,5,1.92,76.25,1
3265,0,0,11.1,1,0,2,3.0,67.21,1
3266,0,0,8.0,4,0,5,2.16,50.71,1
3267,0,0,6.9,1,0,6,1.86,76.64,1
3268,0,0,10.1,2,0,6,2.73,76.38,1
3269,0,0,8.0,1,0,4,2.16,79.76,1
3270,0,0,13.9,2,0,1,3.75,75.86,1
3271,0,0,5.8,2,0,3,1.57,84.85,1
3272,0,0,17.3,1,0,4,4.67,75.79,1
3273,0,0,8.5,4,0,5,2.3,53.6,1
3274,0,0,13.3,0,0,9,3.59,54.66,1
3275,0,0,8.3,2,0,5,2.24,64.77,1
3276,0,0,5.9,4,0,2,1.59,50.78,1
3277,0,0,10.6,0,0,4,2.86,62.82,1
3278,0,0,14.8,4,0,1,4.0,55.76,1
3279,0,0,10.7,2,0,4,2.89,75.52,1
3280,0,0,12.9,4,0,5,3.48,48.23,1
3281,0,0,13.3,0,0,9,3.59,54.66,1
3282,0,0,7.9,1,0,5,2.13,48.45,1
3283,0,0,9.4,5,0,10,2.54,56.25,1
3284,1,36,10.5,3,0,5,2.84,68.38,1
3285,0,0,8.8,7,0,3,2.38,52.56,1
3286,0,0,9.6,0,0,7,2.59,75.14,1
3287,0,0,5.5,1,0,7,1.49,74.57,1
3288,0,0,8.9,2,0,4,2.4,74.74,1
3289,0,0,8.9,0,0,4,2.4,62.03,1
3290,0,0,10.4,0,0,4,2.81,74.66,1
3291,0,0,10.3,1,0,3,2.78,82.29,1
3292,0,0,13.9,1,0,2,3.75,76.57,1
3293,0,0,13.8,4,0,3,3.73,55.2,1
3294,0,0,11.6,1,0,5,3.13,76.34,1
3295,1,33,13.5,1,0,3,3.65,61.89,1
3296,0,0,7.7,0,0,2,2.08,79.13,1
3297,0,0,8.9,1,0,3,2.4,80.44,1
3298,0,0,8.4,1,0,6,2.27,75.08,1
3299,0,0,6.8,4,0,7,1.84,56.34,1
3300,0,0,9.3,7,0,3,2.51,49.34,1
3301,0,0,11.0,3,0,6,2.97,79.19,1
3302,1,28,9.2,4,0,6,2.48,55.92,1
3303,0,0,12.1,2,1,2,3.27,67.72,1
3304,0,0,12.7,2,0,2,3.43,82.51,1
3305,0,0,6.8,4,0,7,1.84,56.34,1
3306,0,0,8.3,1,0,3,2.24,62.33,1
3307,1,18,11.5,0,0,7,3.11,50.84,1
3308,1,44,14.1,2,0,7,3.81,61.27,1
3309,0,0,11.7,0,0,4,3.16,81.75,1
3310,0,0,8.9,2,0,4,2.4,74.74,1
3311,0,0,8.9,0,0,4,2.4,76.84,1
3312,0,0,11.6,4,0,3,3.13,45.12,1
3313,0,0,9.1,1,0,1,2.46,65.5,1
3314,0,0,11.1,2,0,6,3.0,74.11,1
3315,0,0,12.2,4,0,2,3.29,51.56,1
3316,0,0,10.2,1,0,6,2.75,51.9,1
3317,0,0,13.9,0,0,1,3.75,52.38,1
3318,0,0,14.8,4,0,1,4.0,55.76,1
3319,0,0,14.0,2,0,2,3.78,75.94,1
3320,0,0,11.6,5,0,4,3.13,54.19,1
3321,0,0,12.7,4,0,6,3.43,54.2,1
3322,0,0,11.0,0,1,2,2.97,71.1,1
3323,0,0,11.7,0,0,7,3.16,78.22,1
3324,0,0,12.3,2,0,6,3.32,67.77,1
3325,0,0,10.5,2,0,3,2.84,76.34,1
3326,0,0,13.6,5,0,3,3.67,55.21,1
3327,0,0,13.6,3,1,3,3.67,56.41,1
3328,0,0,10.3,1,0,6,2.78,71.04,1
3329,0,0,15.4,4,0,4,4.16,51.01,1
3330,0,0,7.9,4,0,3,2.13,54.22,1
3331,0,0,7.0,4,0,4,1.89,47.5,1
3332,0,0,7.9,3,0,1,2.13,74.47,1
3333,0,0,10.1,3,0,5,2.73,85.53,1
3334,0,0,7.7,4,0,3,2.08,52.7,1
3335,0,0,11.6,4,0,3,3.13,45.12,1
3336,0,0,14.0,2,0,9,3.78,82.45,1
3337,0,0,14.5,1,1,7,3.92,56.75,1
3338,0,0,14.2,2,0,2,3.83,81.07,1
3339,0,0,12.3,3,0,5,3.32,87.28,1
3340,0,0,13.9,1,0,2,3.75,76.57,1
3341,0,0,9.5,4,0,3,2.57,52.5,1
3342,0,0,13.8,2,1,3,3.73,47.38,1
3343,0,0,9.0,0,0,1,2.43,80.98,1
3344,1,34,6.1,2,0,5,1.65,71.22,1
3345,0,0,10.4,0,0,6,2.81,84.56,1
3346,0,0,11.7,5,0,4,3.16,54.52,1
3347,0,0,4.5,0,0,4,1.22,62.52,1
3348,0,0,10.6,0,0,4,2.86,62.82,1
3349,1,35,10.1,2,0,4,2.73,57.8,1
3350,0,0,9.5,2,0,11,2.57,75.15,1
3351,0,0,8.3,1,0,3,2.24,62.33,1
3352,0,0,10.4,0,0,4,2.81,74.66,1
3353,0,0,6.3,6,0,2,1.7,53.43,1
3354,0,0,11.7,2,0,4,3.16,85.09,1
3355,0,0,13.3,2,0,2,3.59,77.07,1
3356,0,0,11.8,0,0,4,3.19,51.13,1
3357,0,0,13.9,2,1,5,3.75,75.48,1
3358,0,0,11.0,0,1,2,2.97,71.1,1
3359,0,0,15.3,0,0,6,4.13,69.36,1
3360,0,0,8.9,0,0,4,2.4,76.84,1
3361,0,0,10.0,4,0,3,2.7,53.42,1
3362,0,0,10.9,5,0,3,2.94,53.76,1
3363,0,0,13.8,1,1,2,3.73,57.34,1
3364,0,0,10.2,2,0,2,2.75,74.98,1
3365,0,0,11.4,1,0,5,3.08,75.12,1
3366,0,0,13.6,3,1,3,3.67,56.41,1
3367,0,0,8.7,4,0,2,2.35,78.17,1
3368,0,0,11.1,2,0,6,3.0,74.11,1
3369,0,0,12.3,2,0,6,3.32,67.77,1
3370,0,0,7.5,0,0,4,2.03,76.08,1
3371,0,0,10.3,5,0,4,2.78,52.61,1
3372,0,0,9.8,0,0,6,2.65,75.65,1
3373,0,0,7.9,1,0,5,2.13,48.45,1
3374,0,0,12.2,4,0,6,3.29,47.07,1
3375,0,0,6.3,6,0,2,1.7,53.43,1
3376,0,0,10.0,1,0,2,2.7,79.03,1
3377,0,0,10.0,3,1,2,2.7,54.39,1
3378,0,0,10.3,1,0,6,2.78,71.04,1
3379,0,0,8.0,4,0,5,2.16,50.71,1
3380,0,0,13.8,1,1,2,3.73,57.34,1
3381,0,0,8.8,3,0,3,2.38,77.34,1
3382,1,29,6.4,1,0,6,1.73,59.11,1
3383,1,29,6.4,1,0,6,1.73,59.11,1
3384,0,0,11.8,0,0,10,3.19,76.01,1
3385,0,0,8.4,0,0,8,2.27,74.9,1
3386,0,0,8.9,3,0,2,2.4,76.22,1
3387,0,0,9.0,1,0,3,2.43,75.08,1
3388,0,0,6.9,1,0,6,1.86,76.64,1
3389,0,0,11.0,0,1,2,2.97,71.1,1
3390,0,0,9.3,0,0,2,2.51,63.22,1
3391,0,0,13.8,4,0,3,3.73,55.2,1
3392,0,0,9.2,4,1,1,2.48,52.44,1
3393,0,0,12.7,3,0,4,3.43,75.67,1
3394,0,0,9.5,1,0,2,2.57,78.93,1
3395,0,0,12.7,4,0,6,3.43,54.2,1
3396,0,0,8.9,0,0,4,2.4,76.84,1
3397,0,0,18.3,1,0,6,4.94,74.41,1
3398,0,0,9.8,2,0,7,2.65,75.32,1
3399,0,0,9.4,5,0,10,2.54,56.25,1
3400,0,0,13.6,3,1,3,3.67,56.41,1
3401,0,0,11.6,5,0,4,3.13,54.19,1
3402,0,0,13.4,0,0,4,3.62,84.82,1
3403,1,28,12.9,2,0,4,3.48,65.64,1
3404,0,0,11.0,3,0,6,2.97,79.19,1
3405,0,0,6.3,6,0,2,1.7,53.43,1
3406,0,0,9.5,1,0,9,2.57,82.38,1
3407,0,0,12.9,0,0,7,3.48,80.35,1
3408,0,0,8.4,1,0,4,2.27,78.67,1
3409,0,0,8.4,1,0,6,2.27,75.08,1
3410,0,0,10.3,1,0,4,2.78,63.01,1
3411,0,0,10.7,1,0,6,2.89,74.89,1
3412,0,0,15.3,1,1,6,4.13,74.05,1
3413,0,0,9.0,1,0,3,2.43,75.08,1
3414,0,0,10.8,0,0,2,2.92,66.91,1
3415,0,0,8.9,3,0,8,2.4,76.89,1
3416,0,0,8.0,4,0,5,2.16,50.71,1
3417,0,0,9.7,6,0,2,2.62,52.53,1
3418,0,0,8.8,7,0,3,2.38,52.56,1
3419,0,0,7.8,4,0,2,2.11,55.72,1
3420,0,0,9.0,0,0,1,2.43,80.98,1
3421,0,0,12.7,4,0,2,3.43,50.52,1
3422,0,0,10.3,1,0,4,2.78,63.01,1
3423,0,0,8.4,1,0,4,2.27,78.67,1
3424,0,0,13.0,1,0,2,3.51,75.54,1
3425,0,0,8.5,4,0,5,2.3,53.6,1
3426,0,0,11.6,5,0,4,3.13,54.19,1
3427,0,0,11.6,0,0,2,3.13,66.37,1
3428,0,0,7.0,4,0,4,1.89,47.5,1
3429,0,0,13.0,1,0,2,3.51,75.54,1
3430,0,0,10.1,1,0,2,2.73,61.22,1
3431,0,0,12.4,2,0,1,3.35,68.94,1
3432,0,0,8.8,5,0,3,2.38,55.53,1
3433,0,0,12.2,4,0,6,3.29,47.07,1
3434,0,0,12.3,0,0,10,3.32,83.99,1
3435,0,0,8.4,1,0,6,2.27,75.08,1
3436,0,0,11.2,1,0,4,3.02,78.15,1
3437,0,0,13.9,0,0,6,3.75,74.83,1
3438,0,0,10.2,5,0,2,2.75,52.27,1
3439,0,0,10.6,0,0,4,2.86,62.82,1
3440,0,0,11.6,1,0,5,3.13,76.34,1
3441,0,0,8.5,4,0,5,2.3,53.6,1
3442,0,0,10.2,1,0,6,2.75,51.9,1
3443,0,0,7.9,4,0,3,2.13,54.22,1
3444,0,0,10.2,2,0,2,2.75,74.98,1
3445,0,0,9.2,5,0,3,2.48,56.56,1
3446,0,0,9.6,1,0,5,2.59,74.25,1
3447,0,0,7.5,0,0,4,2.03,76.08,1
3448,0,0,11.5,1,1,2,3.11,64.53,1
3449,0,0,14.8,4,0,1,4.0,55.76,1
3450,0,0,9.4,1,0,4,2.54,76.91,1
3451,0,0,12.9,4,0,5,3.48,48.23,1
3452,0,0,11.5,1,1,2,3.11,64.53,1
3453,0,0,12.8,2,0,4,3.46,75.29,1
3454,0,0,13.1,4,0,4,3.54,83.52,1
3455,0,0,18.3,1,0,6,4.94,74.41,1
3456,0,0,11.4,2,0,7,3.08,74.06,1
3457,0,0,7.7,0,0,2,2.08,79.13,1
3458,0,0,12.2,4,0,6,3.29,47.07,1
3459,0,0,5.9,4,0,2,1.59,50.78,1
3460,0,0,12.2,4,0,6,3.29,47.07,1
3461,0,0,13.6,3,1,3,3.67,56.41,1
3462,0,0,12.2,4,0,6,3.29,47.07,1
3463,0,0,8.5,0,0,5,2.3,80.74,1
3464,0,0,14.2,2,0,2,3.83,81.07,1
3465,0,0,13.9,0,0,1,3.75,52.38,1
3466,0,0,9.9,2,0,5,2.67,77.54,1
3467,1,30,12.8,4,0,4,3.46,49.33,1
3468,0,0,11.7,0,0,4,3.16,81.75,1
3469,0,0,7.8,4,0,2,2.11,55.72,1
3470,0,0,11.0,3,0,6,2.97,79.19,1
3471,0,0,9.5,2,0,11,2.57,75.15,1
3472,1,34,6.1,2,0,5,1.65,71.22,1
3473,0,0,10.4,8,0,8,2.81,52.73,1
3474,0,0,9.3,0,0,2,2.51,63.22,1
3475,0,0,11.6,2,1,2,3.13,52.55,1
3476,0,0,12.9,1,1,1,3.48,69.16,1
3477,0,0,9.5,4,0,3,2.57,52.5,1
3478,0,0,9.7,5,0,3,2.62,56.14,1
3479,0,0,10.3,1,0,6,2.78,71.04,1
3480,0,0,8.7,0,0,3,2.35,84.93,1
3481,1,26,9.3,1,0,8,2.51,61.15,1
3482,0,0,11.8,0,0,4,3.19,51.13,1
3483,0,0,11.6,2,0,2,3.13,58.7,1
3484,0,0,8.3,0,0,4,2.24,74.4,1
3485,0,0,10.2,3,0,4,2.75,82.32,1
3486,1,34,6.1,2,0,5,1.65,71.22,1
3487,0,0,14.3,1,1,6,3.86,67.42,1
3488,0,0,8.5,3,0,5,2.3,75.08,1
3489,0,0,11.7,0,0,4,3.16,81.75,1
3490,0,0,13.3,0,0,9,3.59,54.66,1
3491,0,0,11.7,5,0,4,3.16,54.52,1
3492,0,0,9.7,5,0,3,2.62,56.14,1
3493,1,28,11.5,4,0,3,3.11,56.33,1
3494,0,0,7.7,4,0,3,2.08,52.7,1
3495,0,0,10.7,1,1,2,2.89,49.77,1
3496,0,0,14.1,1,1,4,3.81,52.18,1
3497,0,0,11.4,1,1,1,3.08,76.03,1
3498,0,0,10.5,4,0,6,2.84,56.22,1
3499,0,0,10.8,0,0,2,2.92,66.91,1
3500,0,0,11.7,0,0,7,3.16,78.22,1
3501,0,0,8.9,0,0,4,2.4,76.84,1
3502,0,0,7.7,4,0,3,2.08,52.7,1
3503,0,0,12.0,4,0,3,3.24,39.91,1
3504,0,0,12.9,4,0,5,3.48,48.23,1
3505,0,0,14.7,0,0,4,3.97,78.4,1
3506,0,0,11.4,4,0,3,3.08,77.76,1
3507,0,0,9.7,6,0,2,2.62,52.53,1
3508,0,0,8.0,0,1,3,2.16,74.91,1
3509,0,0,9.5,1,0,9,2.57,82.38,1
3510,0,0,12.7,4,0,6,3.43,54.2,1
3511,0,0,8.0,1,0,4,2.16,79.76,1
3512,0,0,8.9,2,0,1,2.4,47.48,1
3513,1,26,9.6,5,0,5,2.59,56.23,1
3514,0,0,12.1,1,0,4,3.27,76.59,1
3515,0,0,11.6,4,0,3,3.13,45.12,1
3516,0,0,9.8,0,0,2,2.65,76.29,1
3517,0,0,17.3,1,0,4,4.67,75.79,1
3518,0,0,8.9,0,0,4,2.4,62.03,1
3519,0,0,13.5,4,0,4,3.65,56.45,1
3520,0,0,10.9,5,0,3,2.94,53.76,1
3521,0,0,12.4,4,0,4,3.35,56.58,1
3522,0,0,9.4,1,0,4,2.54,76.91,1
3523,0,0,11.6,0,0,4,3.13,76.63,1
3524,0,0,14.1,0,1,4,3.81,59.36,1
3525,0,0,8.4,5,0,2,2.27,77.48,1
3526,1,30,12.8,4,0,4,3.46,49.33,1
3527,0,0,10.2,2,0,2,2.75,74.98,1
3528,0,0,7.9,5,0,2,2.13,47.64,1
3529,1,26,9.6,5,0,5,2.59,56.23,1
3530,0,0,10.7,1,1,2,2.89,49.77,1
3531,0,0,10.3,1,0,6,2.78,71.04,1
3532,0,0,11.4,1,0,5,3.08,75.12,1
3533,0,0,14.2,2,0,2,3.83,81.07,1
3534,1,26,9.3,1,0,8,2.51,61.15,1
3535,0,0,10.4,1,0,5,2.81,66.77,1
3536,1,36,10.5,3,0,5,2.84,68.38,1
3537,0,0,12.7,4,0,6,3.43,54.2,1
3538,0,0,11.9,4,0,3,3.21,46.91,1
3539,0,0,9.3,7,0,3,2.51,49.34,1
3540,1,34,6.1,2,0,5,1.65,71.22,1
3541,0,0,11.7,4,0,2,3.16,52.04,1
3542,0,0,10.4,0,0,4,2.81,74.66,1
3543,0,0,8.8,1,0,5,2.38,75.25,1
3544,0,0,12.2,4,0,2,3.29,51.56,1
3545,0,0,13.8,4,0,3,3.73,55.2,1
3546,0,0,11.6,5,0,4,3.13,54.19,1
3547,0,0,14.1,1,1,4,3.81,52.18,1
3548,0,0,9.6,0,1,2,2.59,59.96,1
3549,0,0,10.9,2,0,5,2.94,40.97,1
3550,1,32,8.6,2,0,6,2.32,49.44,1
3551,0,0,9.9,2,0,5,2.67,77.54,1
3552,0,0,10.9,2,0,5,2.94,40.97,1
3553,0,0,8.0,1,0,6,2.16,77.16,1
3554,0,0,13.0,1,0,2,3.51,75.54,1
3555,0,0,13.6,5,0,3,3.67,55.21,1
3556,0,0,10.7,3,0,2,2.89,75.87,1
3557,0,0,9.7,2,1,2,2.62,63.45,1
3558,0,0,9.1,1,0,1,2.46,65.5,1
3559,1,28,9.2,4,0,6,2.48,55.92,1
3560,0,0,13.5,1,0,8,3.65,80.01,1
3561,0,0,9.2,2,0,4,2.48,51.67,1
3562,0,0,14.8,4,0,1,4.0,55.76,1
3563,0,0,14.7,0,0,4,3.97,78.4,1
3564,0,0,8.0,1,0,6,2.16,77.16,1
3565,0,0,8.0,1,0,6,2.16,77.16,1
3566,0,0,7.9,4,0,3,2.13,54.22,1
3567,0,0,11.6,2,1,2,3.13,52.55,1
3568,1,28,11.5,4,0,3,3.11,56.33,1
3569,0,0,13.1,4,0,4,3.54,83.52,1
3570,0,0,10.7,3,0,2,2.89,75.87,1
3571,0,0,9.9,2,0,5,2.67,77.54,1
3572,0,0,10.2,5,0,2,2.75,52.27,1
3573,0,0,12.2,4,0,6,3.29,47.07,1
3574,0,0,16.4,3,0,5,4.43,77.14,1
3575,0,0,9.2,5,0,3,2.48,56.56,1
3576,0,0,16.4,3,0,5,4.43,77.14,1
3577,1,26,9.6,5,0,5,2.59,56.23,1
3578,0,0,4.5,3,0,15,1.22,74.36,1
3579,0,0,14.3,3,0,3,3.86,74.75,1
3580,0,0,9.0,5,0,3,2.43,53.55,1
3581,0,0,9.6,1,0,5,2.59,74.25,1
3582,0,0,8.9,0,0,4,2.4,62.03,1
3583,0,0,13.8,4,0,3,3.73,55.2,1
3584,0,0,13.5,1,0,6,3.65,63.06,1
3585,0,0,7.7,4,0,3,2.08,52.7,1
3586,0,0,10.1,1,0,8,2.73,79.64,1
3587,0,0,5.9,4,0,2,1.59,50.78,1
3588,0,0,11.6,0,0,2,3.13,66.37,1
3589,0,0,13.8,1,1,2,3.73,57.34,1
3590,0,0,10.2,5,0,2,2.75,52.27,1
3591,0,0,16.4,3,0,5,4.43,77.14,1
3592,0,0,13.9,2,0,1,3.75,75.86,1
3593,0,0,13.5,4,0,4,3.65,56.45,1
3594,0,0,16.4,3,0,5,4.43,77.14,1
3595,0,0,9.5,1,0,9,2.57,82.38,1
3596,0,0,11.7,0,0,7,3.16,78.22,1
3597,0,0,14.1,0,1,4,3.81,59.36,1
3598,0,0,10.3,1,0,6,2.78,71.04,1
3599,0,0,9.9,1,1,1,2.67,73.25,1
3600,0,0,11.6,2,0,2,3.13,58.7,1
3601,0,0,11.0,3,0,6,2.97,79.19,1
3602,0,0,12.7,2,0,2,3.43,82.51,1
3603,0,0,11.4,1,0,5,3.08,75.12,1
3604,0,0,8.9,2,0,6,2.4,78.8,1
3605,0,0,5.3,1,0,5,1.43,62.81,1
3606,0,0,14.3,3,0,3,3.86,74.75,1
3607,1,26,9.6,5,0,5,2.59,56.23,1
3608,1,28,11.5,4,0,3,3.11,56.33,1
3609,0,0,13.3,4,0,3,3.59,52.35,1
3610,0,0,9.1,1,0,1,2.46,65.5,1
3611,0,0,13.4,0,0,4,3.62,84.82,1
3612,0,0,7.9,7,0,4,2.13,50.15,1
3613,0,0,8.0,1,0,6,2.16,77.16,1
3614,0,0,12.8,1,0,4,3.46,79.39,1
3615,0,0,12.2,4,0,6,3.29,47.07,1
3616,0,0,8.0,1,0,6,2.16,77.16,1
3617,0,0,12.0,2,0,5,3.24,78.53,1
3618,0,0,8.9,0,0,4,2.4,76.84,1
3619,0,0,12.7,4,0,2,3.43,50.52,1
3620,0,0,13.9,2,1,5,3.75,75.48,1
3621,0,0,9.2,4,1,1,2.48,52.44,1
3622,0,0,13.8,4,1,5,3.73,61.54,1
3623,0,0,11.0,0,1,2,2.97,71.1,1
3624,0,0,8.7,2,0,3,2.35,77.88,1
3625,0,0,8.4,1,0,4,2.27,78.67,1
3626,0,0,9.3,7,0,3,2.51,49.34,1
3627,0,0,8.9,3,0,8,2.4,76.89,1
3628,1,30,12.8,4,0,4,3.46,49.33,1
3629,0,0,13.8,1,0,4,3.73,76.98,1
3630,0,0,9.4,6,0,1,2.54,50.58,1
3631,0,0,12.7,4,0,6,3.43,54.2,1
3632,0,0,9.4,2,0,4,2.54,83.14,1
3633,0,0,7.4,2,0,5,2.0,75.08,1
3634,1,26,9.3,1,0,8,2.51,61.15,1
3635,0,0,10.2,1,0,6,2.75,51.9,1
3636,0,0,6.3,1,0,7,1.7,74.99,1
3637,0,0,7.0,4,0,4,1.89,47.5,1
3638,1,28,9.2,4,0,6,2.48,55.92,1
3639,0,0,8.6,2,0,3,2.32,49.53,1
3640,0,0,11.5,1,1,2,3.11,64.53,1
3641,0,0,8.0,1,0,4,2.16,79.76,1
3642,0,0,11.7,5,0,4,3.16,54.52,1
3643,0,0,12.8,1,0,4,3.46,79.39,1
3644,0,0,9.4,0,0,3,2.54,75.02,1
3645,0,0,10.8,2,1,2,2.92,50.47,1
3646,0,0,13.9,1,0,2,3.75,76.57,1
3647,0,0,10.7,3,0,2,2.89,75.87,1
3648,0,0,9.4,6,0,1,2.54,50.58,1
3649,0,0,8.7,0,0,3,2.35,84.93,1
3650,0,0,11.5,1,1,2,3.11,64.53,1
3651,0,0,7.8,4,0,2,2.11,55.72,1
3652,0,0,11.6,2,1,2,3.13,52.55,1
3653,0,0,9.8,0,0,2,2.65,76.29,1
3654,0,0,6.8,4,0,7,1.84,56.34,1
3655,0,0,10.0,4,0,3,2.7,53.42,1
3656,1,28,9.2,4,0,6,2.48,55.92,1
3657,0,0,10.4,8,0,8,2.81,52.73,1
3658,0,0,7.0,4,0,4,1.89,47.5,1
3659,0,0,11.1,1,0,2,3.0,67.21,1
3660,0,0,11.5,3,0,3,3.11,76.4,1
3661,0,0,8.4,5,0,2,2.27,77.48,1
3662,0,0,6.8,4,0,7,1.84,56.34,1
3663,0,0,8.9,2,0,6,2.4,78.8,1
3664,0,0,7.7,4,0,3,2.08,52.7,1
3665,1,28,9.2,4,0,6,2.48,55.92,1
3666,1,36,8.8,1,0,4,2.38,50.7,1
3667,0,0,11.5,3,0,3,3.11,76.4,1
3668,0,0,8.9,3,0,8,2.4,76.89,1
3669,0,0,8.9,1,0,3,2.4,80.44,1
3670,0,0,7.9,7,0,4,2.13,50.15,1
3671,0,0,8.8,0,0,4,2.38,74.93,1
3672,0,0,15.5,1,0,3,4.19,53.1,1
3673,0,0,11.1,1,0,1,3.0,79.89,1
3674,0,0,10.4,2,0,4,2.81,74.8,1
3675,0,0,10.0,4,0,3,2.7,53.42,1
3676,0,0,10.4,0,0,4,2.81,74.66,1
3677,0,0,11.5,1,0,2,3.11,82.26,1
3678,0,0,8.5,1,0,10,2.3,81.0,1
3679,0,0,5.9,1,0,2,1.59,78.74,1
3680,0,0,8.9,3,0,8,2.4,76.89,1
3681,0,0,11.6,5,0,4,3.13,54.19,1
3682,0,0,11.5,0,0,3,3.11,79.38,1
3683,0,0,11.4,1,1,1,3.08,76.03,1
3684,0,0,9.7,6,0,2,2.62,52.53,1
3685,0,0,11.1,1,1,2,3.0,51.02,1
3686,0,0,12.3,3,0,5,3.32,87.28,1
3687,0,0,11.7,2,0,4,3.16,85.09,1
3688,0,0,9.6,0,1,2,2.59,59.96,1
3689,0,0,8.5,0,0,5,2.3,80.74,1
3690,0,0,9.4,2,0,4,2.54,83.14,1
3691,0,0,11.5,1,0,5,3.11,79.97,1
3692,0,0,13.6,5,0,3,3.67,55.21,1
3693,0,0,8.2,2,0,3,2.21,74.92,1
3694,0,0,10.1,3,0,5,2.73,85.53,1
3695,0,0,10.6,3,0,5,2.86,62.2,1
3696,0,0,9.4,2,0,4,2.54,83.14,1
3697,0,0,13.6,5,0,3,3.67,55.21,1
3698,0,0,17.3,1,0,4,4.67,75.79,1
3699,0,0,8.0,4,0,5,2.16,50.71,1
3700,0,0,11.8,0,0,4,3.19,51.13,1
3701,0,0,13.8,2,1,3,3.73,47.38,1
3702,0,0,14.5,1,1,7,3.92,56.75,1
3703,0,0,6.3,6,0,2,1.7,53.43,1
3704,0,0,8.4,1,0,6,2.27,75.08,1
3705,1,34,6.1,2,0,5,1.65,71.22,1
3706,0,0,13.1,4,0,4,3.54,83.52,1
3707,0,0,11.0,0,1,2,2.97,71.1,1
3708,0,0,4.5,3,0,15,1.22,74.36,1
3709,0,0,9.2,4,1,1,2.48,52.44,1
3710,0,0,8.5,0,0,5,2.3,80.74,1
3711,0,0,13.7,1,0,8,3.7,78.82,1
3712,0,0,7.4,1,0,5,2.0,39.57,1
3713,0,0,11.6,5,0,4,3.13,54.19,1
3714,0,0,13.6,5,0,3,3.67,55.21,1
3715,0,0,7.5,5,0,3,2.03,49.47,1
3716,0,0,12.2,4,0,2,3.29,51.56,1
3717,0,0,9.4,6,0,1,2.54,50.58,1
3718,0,0,8.5,3,0,5,2.3,75.08,1
3719,0,0,12.4,2,0,1,3.35,68.94,1
3720,0,0,12.0,3,0,2,3.24,55.73,1
3721,0,0,9.8,0,0,2,2.65,76.29,1
3722,0,0,10.0,1,0,2,2.7,79.03,1
3723,0,0,14.0,2,0,2,3.78,75.94,1
3724,0,0,10.3,1,0,15,2.78,48.5,1
3725,0,0,9.5,4,0,3,2.57,52.5,1
3726,0,0,14.3,1,1,6,3.86,67.42,1
3727,0,0,10.0,4,0,3,2.7,53.42,1
3728,0,0,9.0,4,0,6,2.43,53.67,1
3729,0,0,9.6,0,0,7,2.59,75.14,1
3730,0,0,11.8,1,0,3,3.19,79.68,1
3731,0,0,8.9,2,0,4,2.4,74.74,1
3732,0,0,5.3,1,0,5,1.43,62.81,1
3733,0,0,10.3,0,0,3,2.78,49.76,1
3734,1,29,6.4,1,0,6,1.73,59.11,1
3735,0,0,11.6,1,0,5,3.13,76.34,1
3736,0,0,11.4,4,0,3,3.08,77.76,1
3737,0,0,13.5,4,0,4,3.65,56.45,1
3738,0,0,5.5,1,0,7,1.49,74.57,1
3739,0,0,12.3,3,0,5,3.32,87.28,1
3740,0,0,9.5,2,0,11,2.57,75.15,1
3741,0,0,11.1,2,0,6,3.0,74.11,1
3742,0,0,7.5,2,0,4,2.03,75.31,1
3743,0,0,15.3,0,0,6,4.13,69.36,1
3744,0,0,10.2,1,0,6,2.75,51.9,1
3745,0,0,10.4,2,0,4,2.81,74.8,1
3746,0,0,7.5,5,0,3,2.03,49.47,1
3747,1,27,12.3,1,0,4,3.32,59.37,1
